Epochs,learning_rate
0,0.0016666666666666666
1,0.003333333333333333
2,0.003333333333333333
3,0.003333333333333333
4,0.003333333333333333
5,0.003333333333333333
6,0.003333333333333333
7,0.003333333333333333
8,0.003333333333333333
9,0.003333333333333333
10,0.003333333333333333
11,0.003333333333333333
12,0.003333333333333333
13,0.003333333333333333
14,0.003333333333333333
15,0.003333333333333333
16,0.003333333333333333
17,0.003333333333333333
18,0.003333333333333333
19,0.003333333333333333
20,0.003333333333333333
21,0.003333333333333333
22,0.003333333333333333
23,0.003333333333333333
24,0.003333333333333333
25,0.003333333333333333
26,0.003333333333333333
27,0.003333333333333333
28,0.003333333333333333
29,0.003333333333333333
30,0.003333333333333333
31,0.003333333333333333
32,0.003333333333333333
33,0.003333333333333333
34,0.003333333333333333
35,0.003333333333333333
36,0.003333333333333333
37,0.003333333333333333
38,0.003333333333333333
39,0.003333333333333333
40,0.003333333333333333
41,0.003333333333333333
42,0.003333333333333333
43,0.003333333333333333
44,0.003333333333333333
45,0.003333333333333333
46,0.003333333333333333
47,0.003333333333333333
48,0.003333333333333333
49,0.003333333333333333
50,0.003333333333333333
51,0.003333333333333333
52,0.003333333333333333
53,0.003333333333333333
54,0.003333333333333333
55,0.003333333333333333
56,0.003333333333333333
57,0.003333333333333333
58,0.003333333333333333
59,0.003333333333333333
60,0.003333333333333333
61,0.003333333333333333
62,0.003333333333333333
63,0.003333333333333333
64,0.003333333333333333
65,0.0003333333333333333
66,0.0003333333333333333
67,0.0003333333333333333
68,0.0003333333333333333
69,0.0003333333333333333
70,0.0003333333333333333
71,0.0003333333333333333
72,0.0003333333333333333
73,0.0003333333333333333
74,0.0003333333333333333
75,0.0003333333333333333
76,0.0003333333333333333
77,0.0003333333333333333
78,0.0003333333333333333
79,0.0003333333333333333
80,0.0003333333333333333
81,0.0003333333333333333
82,3.3333333333333335e-05
83,3.3333333333333335e-05
84,3.3333333333333335e-05
85,3.3333333333333335e-05
86,3.3333333333333335e-05
87,3.3333333333333335e-05
88,3.3333333333333335e-05
89,3.3333333333333335e-05
90,3.3333333333333335e-05
91,3.3333333333333335e-05
92,3.3333333333333335e-05
93,3.3333333333333335e-05
94,3.3333333333333335e-05
95,3.3333333333333335e-05
96,3.3333333333333335e-05
97,3.3333333333333335e-05
98,3.3333333333333335e-05
99,3.3333333333333335e-05
100,3.3333333333333335e-05
101,3.3333333333333335e-05
102,3.3333333333333335e-05
103,3.3333333333333335e-05
104,3.3333333333333335e-05
105,3.3333333333333335e-05
106,3.3333333333333335e-05
107,3.3333333333333335e-05
108,3.3333333333333335e-05
109,3.3333333333333335e-05
110,3.3333333333333337e-06
111,3.3333333333333337e-06
112,3.3333333333333337e-06
113,3.3333333333333337e-06
114,3.3333333333333337e-06
115,3.3333333333333337e-06
116,1e-06
117,1e-06
